Step,PolicyLoss,ValueLoss,EntropyLoss,OutboundLoss,WeightsPolicyLoss,ExplorationLoss
31,-14748.1728515625,168046.3125,-0.2798178195953369,0.01961035653948784,7.097637176513672,-14754.990234375
32,-18057.865234375,89458.8515625,-0.25746655464172363,0.02264750935137272,7.096014404296875,-18064.703125
33,-21720.759765625,354417.1875,-0.22747282683849335,0.018692074343562126,7.094393920898438,-21727.626953125
34,-20948.9296875,67819.4453125,-0.2498559206724167,0.02039543353021145,7.092776489257813,-20955.7734375
35,-23943.6484375,133379.75,-0.2694018483161926,0.020009612664580345,7.0911605834960945,-23950.470703125
36,-26071.962890625,281314.59375,-0.2757161557674408,0.01868244633078575,7.089546966552735,-26078.77734375
37,-26349.416015625,140804.25,-0.2557714581489563,0.020420290529727936,7.0879364013671875,-26356.248046875
38,-23211.767578125,70739.5625,-0.2558613717556,0.010258152149617672,7.086329650878906,-23218.59765625
39,-2347.8916015625,160975.90625,-0.23274174332618713,0.01570633426308632,7.084724426269531,-2354.74365234375
40,-1321.343505859375,96661.375,-0.18881206214427948,0.019308559596538544,7.0831237792968755,-1328.23779296875
41,-7000.30126953125,236828.234375,-0.26445508003234863,0.018869120627641678,7.081523895263672,-7007.1181640625
42,-3481.134521484375,405183.78125,-0.21700385212898254,0.01911989226937294,7.079925537109375,-3487.997314453125
43,-4369.93896484375,185754.109375,-0.2222965955734253,0.01849636249244213,7.078326416015625,-4376.794921875
44,-2753.652099609375,149356.109375,-0.21415412425994873,0.01909293793141842,7.076732635498047,-2760.5146484375
45,-27.77916145324707,19098.603515625,-0.2169707864522934,0.016507847234606743,7.075140380859375,-34.6373291015625
46,-3946.663818359375,141363.890625,-0.21656782925128937,0.020779544487595558,7.07354736328125,-3953.520751953125
47,-2338.843994140625,45263.6484375,-0.21685142815113068,0.019837724044919014,7.071956634521484,-2345.69921875
48,-5735.74560546875,128059.890625,-0.28318867087364197,0.017246810719370842,7.070368957519531,-5742.53271484375
49,-4445.6962890625,230743.75,-0.21892426908016205,0.018131645396351814,7.068782806396484,-4452.54638671875
50,-3941.434814453125,117485.2890625,-0.21937640011310577,0.019327737390995026,7.067198181152344,-3948.282470703125
51,2814.4111328125,13935.583984375,-0.2132062017917633,0.010549493134021759,7.065616607666016,2807.55859375
52,-6229.27197265625,247581.703125,-0.2347174733877182,0.018268583342432976,7.064035034179688,-6236.10107421875
53,-2977.279296875,32411.275390625,-0.23342184722423553,0.0176154226064682,7.062465667724609,-2984.1083984375
54,-1114.2353515625,17526.513671875,-0.22651135921478271,0.01636466197669506,7.06090087890625,-1121.0697021484375
55,-4690.82666015625,174139.015625,-0.24340283870697021,0.019478244706988335,7.059339904785157,-4697.64306640625
56,-1410.6153564453125,116205.9140625,-0.23057261109352112,0.018079562112689018,7.057782745361329,-1417.4425048828125
57,-3987.52685546875,153980.828125,-0.23688247799873352,0.017305290326476097,7.056227111816407,-3994.34619140625
58,-6365.6611328125,383330.59375,-0.2004835158586502,0.017387865111231804,7.054673767089844,-6372.51513671875
59,-4700.36279296875,216362.015625,-0.23026743531227112,0.019881902262568474,7.053122711181641,-4707.185546875
60,-2200.48583984375,62325.1328125,-0.22224155068397522,0.017431337386369705,7.051573181152344,-2207.315185546875
61,-4174.97607421875,160597.078125,-0.23262877762317657,0.021100590005517006,7.050028228759766,-4181.79345703125
62,-7246.3154296875,303118.75,-0.29810523986816406,0.019262365996837616,7.048482513427735,-7253.0654296875
63,-2674.671142578125,348183.78125,-0.23239119350910187,0.0181271992623806,7.046939849853516,-2681.485595703125
64,-2661.028076171875,218265.546875,-0.21688847243785858,0.0057181245647370815,7.04540023803711,-2667.856689453125
65,-3463.94921875,164959.6875,-0.22109507024288177,0.017449570819735527,7.04385986328125,-3470.77197265625
66,960.927490234375,7801.193359375,-0.2122005671262741,0.017730040475726128,7.042324066162109,954.097412109375
67,-4781.3623046875,312005.28125,-0.2517194449901581,0.01848495937883854,7.040792083740235,-4788.1513671875
68,-3610.478759765625,177532.484375,-0.22617216408252716,0.020641537383198738,7.039263153076172,-3617.2919921875
69,-3399.869384765625,175026.03125,-0.21255142986774445,0.015188570134341717,7.0377342224121096,-3406.694580078125
70,-6570.310546875,392017.40625,-0.26274052262306213,0.0189074520021677,7.0362083435058596,-6577.083984375
71,1977.6033935546875,31066.6640625,-0.2255304902791977,0.017882181331515312,7.034683990478516,1970.7943115234375
72,-2542.489990234375,175367.625,-0.21169237792491913,0.018357539549469948,7.033160400390625,-2549.3115234375
73,-2582.24853515625,105606.0546875,-0.21640057861804962,0.017552455887198448,7.031636810302735,-2589.06396484375
74,-2641.44091796875,139736.3125,-0.22665666043758392,0.01966802403330803,7.0301155090332035,-2648.244384765625
75,-2749.916259765625,137470.328125,-0.20838789641857147,0.015767110511660576,7.028594970703125,-2756.736328125
76,-2959.79345703125,228432.8125,-0.23003749549388885,0.017266040667891502,7.027076721191406,-2966.590576171875
77,-4890.0341796875,130722.9375,-0.2195572853088379,0.009733714163303375,7.025559234619141,-4896.83984375
78,-11440.65234375,222498.15625,-0.25680309534072876,0.020353592932224274,7.0240425109863285,-11447.419921875
79,-10296.90625,301506.65625,-0.24909384548664093,0.020118724554777145,7.022534179687501,-10303.6796875
80,-4923.97265625,25956.7890625,-0.2719521224498749,0.020703230053186417,7.021030426025391,-4930.7216796875
81,-11061.5390625,211876.21875,-0.25163838267326355,0.020784271880984306,7.01953125,-11068.306640625
82,-8912.13671875,165979.96875,-0.26922154426574707,0.020213410258293152,7.018036651611329,-8918.884765625
83,-7419.16357421875,129776.015625,-0.2630749046802521,0.02112099900841713,7.016547393798828,-7425.9169921875
84,-2654.035400390625,46789.23828125,-0.2547047734260559,0.020291954278945923,7.015061950683594,-2660.7958984375
85,-8093.787109375,156021.4375,-0.256304532289505,0.02192266285419464,7.013578033447266,-8100.54443359375
86,-4942.41357421875,67125.4609375,-0.2838149070739746,0.019323986023664474,7.012097167968751,-4949.14208984375
87,-14875.509765625,406785.4375,-0.3076860308647156,0.018216781318187714,7.010619354248047,-14882.212890625
88,-9970.3330078125,532136.625,-0.26349160075187683,0.01786372996866703,7.0091499328613285,-9977.078125
89,-13303.9833984375,205900.78125,-0.2703683078289032,0.020071838051080704,7.007683563232423,-13310.720703125
90,-12762.66015625,354061.125,-0.2365710288286209,0.009886863641440868,7.006221771240234,-12769.4296875
91,-9604.8330078125,31395.80078125,-0.26051393151283264,0.02138298563659191,7.004763793945313,-9611.5771484375
92,-16796.849609375,288085.0,-0.24899788200855255,0.019854402169585228,7.003327178955079,-16803.60546875
93,-11743.4375,235646.921875,-0.2587514817714691,0.02064668945968151,7.001898193359375,-11750.1806640625
94,-11130.1162109375,129933.84375,-0.26020026206970215,0.022716764360666275,7.0004722595214846,-11136.8564453125
95,-15764.9326171875,282745.8125,-0.25928255915641785,0.02089674212038517,6.9990486145019535,-15771.671875
96,-8050.08642578125,15219.84765625,-0.2562352120876312,0.020581316202878952,6.997631072998047,-8056.82763671875
97,-18921.779296875,256760.234375,-0.24580422043800354,0.02095760591328144,6.9962158203125,-18928.529296875
98,-8697.978515625,222083.390625,-0.3062766194343567,0.021112073212862015,6.994805145263673,-8704.6669921875
99,-20611.6796875,415516.53125,-0.21704356372356415,0.020107781514525414,6.993395233154297,-20618.45703125
100,-16501.236328125,191996.328125,-0.26045894622802734,0.01978728547692299,6.991990661621094,-16507.96875
101,-17272.244140625,438104.28125,-0.275455117225647,0.016831083223223686,6.990589904785157,-17278.958984375
102,-17305.130859375,127680.78125,-0.2537308931350708,0.019844604656100273,6.989192199707031,-17311.865234375
103,-11616.4052734375,102247.8515625,-0.273527592420578,0.01039345283061266,6.987802124023438,-11623.1201171875
104,-6874.66259765625,159863.28125,-0.2359604686498642,0.02060910314321518,6.986411285400391,-6881.4130859375
105,-9865.6650390625,102767.5546875,-0.2482980340719223,0.021154144778847694,6.985022735595703,-9872.40234375
106,-11192.4423828125,216238.84375,-0.24191024899482727,0.020229054614901543,6.983635711669923,-11199.18359375
107,-10634.5234375,266045.96875,-0.2774210274219513,0.020932484418153763,6.982251739501954,-10641.228515625
108,-15171.38671875,319341.125,-0.2331172525882721,0.018341656774282455,6.980868530273438,-15178.1337890625
109,-11490.9326171875,189439.421875,-0.24634478986263275,0.021362757310271263,6.979489898681641,-11497.666015625
110,-7645.65673828125,195635.6875,-0.2514893412590027,0.020786387845873833,6.9781127929687505,-7652.38330078125
111,-10515.15234375,211328.96875,-0.2264069765806198,0.019780326634645462,6.976736450195313,-10521.90234375
112,-9846.6884765625,405105.0625,-0.27880820631980896,0.01430188026279211,6.975360870361328,-9853.3857421875
113,-11609.173828125,135085.109375,-0.2677449882030487,0.021001670509576797,6.973984527587891,-11615.8798828125
114,-14492.20703125,406328.90625,-0.22265653312206268,0.019498515874147415,6.972613525390625,-14498.95703125
115,-10670.7119140625,96454.8671875,-0.23949682712554932,0.02110256813466549,6.971244812011719,-10677.4443359375
116,-3618.515869140625,85356.625,-0.24658162891864777,0.010091733187437057,6.969877624511719,-3625.2392578125
117,-27852.228515625,199477.96875,-0.3070770502090454,0.017999853938817978,6.96850814819336,-27858.890625
118,-21471.15234375,199781.203125,-0.2479739934206009,0.02052621729671955,6.967164611816407,-21477.87109375
119,-25401.544921875,87116.203125,-0.25237205624580383,0.018410172313451767,6.965828704833985,-25408.259765625
120,-29388.5234375,134639.234375,-0.26671522855758667,0.020672447979450226,6.964500427246094,-29395.220703125
121,-25028.236328125,8348.47265625,-0.27368173003196716,0.01956786774098873,6.963178253173829,-25034.92578125
122,-29371.474609375,322911.59375,-0.3034767806529999,0.018516672775149345,6.961859893798828,-29378.1328125
123,-22344.166015625,26929.412109375,-0.2590031623840332,0.021365001797676086,6.960551452636719,-22350.8671875
124,-9338.138671875,100473.234375,-0.23853814601898193,0.021492935717105865,6.959246063232422,-9344.859375
125,-31364.75,353295.8125,-0.2530530095100403,0.019722793251276016,6.957938385009766,-31371.453125
126,-26456.9296875,180831.234375,-0.25449782609939575,0.020942358300089836,6.956635284423829,-26463.6328125
127,-33755.1640625,373411.40625,-0.22362259030342102,0.02293851599097252,6.9553367614746096,-33761.8984375
128,-33317.828125,217203.625,-0.24500475823879242,0.01993369497358799,6.954041290283204,-33324.53515625
129,-25295.798828125,371809.21875,-0.24089466035366058,0.009534294717013836,6.9527534484863285,-25302.51171875
